customer_identifier,total_transactions,average_spend,item_in_basket,treatment,total_transactions_post,average_spend_post
1322154,33,85.72,21,1,34,85.72
1047698,36,77.08,30,1,37,77.08
1200961,28,81.2,24,1,29,81.2
1448730,31,90.36,23,1,32,90.36
1187415,38,87.18,19,1,39,87.18
1163812,38,73.93,17,1,39,73.93
1495806,36,77.31,14,1,37,77.31
1268771,38,76.15,35,1,39,76.15
1257588,39,77.25,26,1,40,77.25
1395790,35,84.84,26,1,36,84.84
1078953,40,83.64,18,1,41,83.64
1323333,36,97.17,16,1,37,97.17
1218131,31,78.29,31,1,32,78.29
1227462,28,69.42,25,1,29,69.42
1322681,37,86.82,11,1,38,86.82
1121319,47,86.13,11,1,48,86.13
1360142,38,77.91,18,1,39,77.91
1031144,32,60.24,27,1,33,60.24
1003378,44,96.9,17,1,45,96.9
1134977,38,76.32,22,1,39,76.32
1066985,28,72.11,21,1,29,72.11
1489211,39,83.32,21,1,40,83.32
1420719,38,84.88,23,1,39,84.88
1087506,34,94.09,21,1,35,94.09
1379058,38,85.73,16,1,39,85.73
1443719,40,78.45,20,1,41,78.45
1472549,39,80.14,12,1,40,80.14
1180356,26,89.97,23,1,27,89.97
1021375,35,94.44,21,1,36,94.44
1343153,32,71.83,17,1,33,71.83
1270176,26,74.31,19,1,27,74.31
1388974,45,90.8,26,1,46,90.8
1474222,40,67.67,18,1,41,67.67
1450468,30,82.59,23,1,31,82.59
1100280,33,93.98,13,1,34,93.98
1049270,32,82.25,21,1,33,82.25
1249542,44,81.94,21,1,45,81.94
1250131,39,88.28,14,1,40,88.28
1177285,40,82.15,24,1,41,82.15
1365938,44,80.05,14,1,45,80.05
1147680,32,83.11,20,1,33,83.11
1200615,42,86.75,16,1,43,86.75
1109715,32,71.74,19,1,33,71.74
1029906,38,78.17,21,1,39,78.17
1277099,34,88.37,16,1,35,88.37
1344565,37,73.95,16,1,38,73.95
1492195,31,86.64,15,1,32,86.64
1478759,47,74.46,17,1,48,74.46
1285726,21,92.23,16,1,22,92.23
1140637,28,65.85,23,1,29,65.85
1492124,22,86.35,13,1,23,86.35
1462546,32,88.85,13,1,33,88.85
1421084,32,75.61,18,1,33,75.61
1338167,33,76.23,20,1,34,76.23
1257499,30,86.36,17,1,31,86.36
1193565,36,81.79,18,1,37,81.79
1203701,39,70.81,22,1,40,70.81
1262788,26,76.09,22,1,27,76.09
1445881,30,82.11,20,1,31,82.11
1141577,37,79.43,18,1,38,79.43
1411748,40,83.54,27,1,41,83.54
1038189,34,93.69,18,1,35,93.69
1310774,36,79.42,25,1,37,79.42
1340576,36,79.01,28,1,37,79.01
1149205,36,70.49,20,1,37,70.49
1139064,32,79.57,22,1,33,79.57
1027421,37,91.96,23,1,38,91.96
1237944,39,71.04,24,1,40,71.04
1346424,37,88.9,17,1,38,88.9
1276799,28,87.88,24,1,29,87.88
1144488,42,65.96,16,1,43,65.96
1330639,35,84.51,18,1,36,84.51
1417195,48,77.01,23,1,49,77.01
1147143,37,87,16,1,38,87
1438150,33,88.75,17,1,34,88.75
1310777,35,86.44,19,1,36,86.44
1234262,32,79.56,29,1,33,79.56
1270954,30,83.82,16,1,31,83.82
1427276,40,69.98,22,1,41,69.98
1374376,20,88.29,23,1,21,88.29
1219525,34,84.67,28,1,35,84.67
1179943,28,71.92,18,1,29,71.92
1325928,36,76.1,21,1,37,76.1
1021256,33,80.39,15,1,34,80.39
1082052,37,79.47,27,1,38,79.47
1458320,36,72.12,17,1,37,72.12
1472190,40,84.22,25,1,41,84.22
1195008,38,77.85,26,1,39,77.85
1268013,34,90.38,22,1,35,90.38
1327392,37,82.28,20,1,38,82.28
1134221,43,80.9,20,1,44,80.9
1057574,33,89.26,27,1,34,89.26
1030154,30,79.9,23,1,31,79.9
1499903,25,81.55,19,1,26,81.55
1419764,33,86.5,22,1,34,86.5
1288537,44,71.79,21,1,45,71.79
1072679,35,96.06,20,1,36,96.06
1118285,39,83.39,22,1,40,83.39
1118688,47,76.82,26,1,48,76.82
1358907,36,86.67,21,1,37,86.67
1466477,37,81.16,23,1,38,81.16
1114536,28,79.66,22,1,29,79.66
1356552,40,82.72,21,1,41,82.72
1331223,35,76.35,19,1,36,76.35
1467655,45,81.78,21,1,46,81.78
1334483,43,82.29,18,1,44,82.29
1429071,36,81.93,19,1,37,81.93
1181079,35,57.65,14,1,36,57.65
1131608,38,85.19,26,1,39,85.19
1219112,31,66.82,19,1,32,66.82
1388780,47,83.18,20,1,48,83.18
1098537,26,73.79,18,1,27,73.79
1077336,32,74.2,15,1,33,74.2
1312180,47,73.79,24,1,48,73.79
1467347,37,93.41,22,1,38,93.41
1413858,32,85.32,14,1,33,85.32
1280329,35,66.53,22,1,36,66.53
1470112,30,88.41,16,1,31,88.41
1396539,50,70.82,23,1,52,70.82
1441698,30,93.16,24,1,31,93.16
1165590,35,72.86,22,1,36,72.86
1364075,32,68.18,18,1,33,68.18
1444879,40,76.77,21,1,41,76.77
1082931,41,76.73,22,1,42,76.73
1035513,40,87.41,17,1,41,87.41
1213441,29,83.88,16,1,30,83.88
1445223,47,80.98,25,1,48,80.98
1372776,35,72.27,17,1,36,72.27
1404676,27,76.73,20,1,28,76.73
1394882,44,71.8,16,1,45,71.8
1397562,29,94.57,16,1,30,94.57
1333430,30,76,30,1,31,76
1033030,34,67.16,25,1,35,67.16
1049478,39,94.88,23,1,40,94.88
1205751,34,70.18,12,1,35,70.18
1155477,31,87.93,22,1,32,87.93
1127359,41,71.17,24,1,42,71.17
1083819,33,79.89,20,1,34,79.89
1120300,35,70.16,20,1,36,70.16
1361086,35,95.14,17,1,36,95.14
1168420,46,95.06,14,1,47,95.06
1398677,26,70.63,17,1,27,70.63
1388153,44,74.23,16,1,45,74.23
1002982,29,76.76,22,1,30,76.76
1089047,37,62.45,26,1,38,62.45
1475540,49,80.01,18,1,51,80.01
1175818,39,69.72,28,1,40,69.72
1362832,33,82.75,21,1,34,82.75
1297334,32,76.24,26,1,33,76.24
1104095,32,73.21,22,1,33,73.21
1163078,43,93.3,17,1,44,93.3
1473350,37,75.64,20,1,38,75.64
1088890,35,93.34,17,1,36,93.34
1346360,28,80.46,15,1,29,80.46
1413327,30,81.73,18,1,31,81.73
1051978,38,84.38,17,1,39,84.38
1008421,39,78.4,29,1,40,78.4
1347138,25,75.49,16,1,26,75.49
1333614,30,82.81,22,1,31,82.81
1377982,46,90.67,28,1,47,90.67
1011999,38,78.27,29,1,39,78.27
1010120,24,80.3,19,1,25,80.3
1192639,39,84.95,22,1,40,84.95
1123819,42,74.82,24,1,43,74.82
1160816,43,90.18,22,1,44,90.18
1192514,42,72.6,27,1,43,72.6
1014151,30,91.31,23,1,31,91.31
1112671,31,71.58,22,1,32,71.58
1045315,35,79.59,20,1,36,79.59
1302056,36,87.23,24,1,37,87.23
1153226,32,89.7,23,1,33,89.7
1473421,27,75.44,15,1,28,75.44
1172338,38,83.3,26,1,39,83.3
1341915,54,81.58,25,1,56,81.58
1083571,46,91.83,18,1,47,91.83
1011136,35,83.55,19,1,36,83.55
1282162,29,77.28,30,1,30,77.28
1457598,29,73.08,18,1,30,73.08
1051971,40,68.1,19,1,41,68.1
1259723,31,67.31,15,1,32,67.31
1253078,25,76.5,25,1,26,76.5
1050094,40,76.13,20,1,41,76.13
1176959,37,79.94,29,1,38,79.94
1447250,40,77.42,15,1,41,77.42
1482554,32,89.55,13,1,33,89.55
1020631,36,76.17,24,1,37,76.17
1456283,27,80.91,23,1,28,80.91
1072296,37,92.34,24,1,38,92.34
1236606,34,82.04,12,1,35,82.04
1061181,36,83.38,16,1,37,83.38
1248071,43,79.85,19,1,44,79.85
1074097,37,85.25,16,1,38,85.25
1062484,36,73.2,25,1,37,73.2
1288890,39,87.21,18,1,40,87.21
1236780,32,87.2,25,1,33,87.2
1269065,37,89.81,19,1,38,89.81
1162194,45,87.36,17,1,46,87.36
1473272,35,75.73,28,1,36,75.73
1111126,31,74.54,17,1,32,74.54
1358257,30,96.06,24,1,31,96.06
1280358,31,69.28,20,1,32,69.28
1407269,36,83.39,19,1,37,83.39
1187762,31,71.27,26,1,32,71.27
1446353,37,74.26,25,1,38,74.26
1092974,39,91,19,1,40,91
1442035,31,85.18,13,1,32,85.18
1230291,29,81.98,18,1,30,81.98
1007196,34,84.74,16,1,35,84.74
1091049,34,81.58,23,1,35,81.58
1228278,32,82.74,18,1,33,82.74
1147560,39,86.31,19,1,40,86.31
1371078,43,88.6,22,1,44,88.6
1049118,50,76.1,24,1,52,76.1
1299729,36,88.38,17,1,37,88.38
1045037,44,85.98,14,1,45,85.98
1104875,40,59.29,24,1,41,59.29
1180515,44,83.91,13,1,45,83.91
1325733,34,76.33,21,1,35,76.33
1451106,39,84.46,24,1,40,84.46
1257198,44,61.18,18,1,45,61.18
1232990,34,82.16,16,1,35,82.16
1484530,36,77.65,20,1,37,77.65
1382807,39,84.73,21,1,40,84.73
1372139,41,82.88,23,1,42,82.88
1165736,29,91.28,20,1,30,91.28
1367198,41,65.83,15,1,42,65.83
1333265,40,94.52,26,1,41,94.52
1274976,37,81.07,27,1,38,81.07
1027871,31,70.81,15,1,32,70.81
1465050,30,68.44,19,1,31,68.44
1409827,35,70.48,21,1,36,70.48
1484890,38,82.54,21,1,39,82.54
1285640,41,86.76,24,1,42,86.76
1403625,27,78.61,22,1,28,78.61
1168058,37,94.51,15,1,38,94.51
1057658,45,73.62,9,1,46,73.62
1044561,43,88.07,18,1,44,88.07
1008909,39,87.99,17,1,40,87.99
1354141,41,75.49,26,1,42,75.49
1350436,25,83.6,30,1,26,83.6
1131135,26,71.31,20,1,27,71.31
1394374,43,78.51,16,1,44,78.51
1256055,43,87.26,14,1,44,87.26
1208800,32,84.97,18,1,33,84.97
1223719,32,77.4,18,1,33,77.4
1014700,37,62.66,27,1,38,62.66
1142249,43,83.16,13,1,44,83.16
1451748,34,83.45,22,1,35,83.45
1015097,40,60.29,21,1,41,60.29
1440986,29,80.38,26,1,30,80.38
1489160,52,79.74,24,1,54,79.74
1149601,25,84.85,15,1,26,84.85
1143530,36,72.59,17,1,37,72.59
1225783,33,74.45,27,1,34,74.45
1137712,31,83.02,22,1,32,83.02
1311599,35,76.98,25,1,36,76.98
1082766,48,89.67,26,1,49,89.67
1453995,48,84.52,23,1,49,84.52
1079524,38,79.66,19,1,39,79.66
1149887,36,69.52,18,1,37,69.52
1414580,38,86.2,17,1,39,86.2
1070865,29,75.46,16,1,30,75.46
1163090,38,74.93,15,1,39,74.93
1323052,33,80.92,20,1,34,80.92
1066287,37,76.29,17,1,38,76.29
1199495,26,76.99,22,1,27,76.99
1370537,39,73.62,14,1,40,73.62
1213918,29,79.82,17,1,30,79.82
1169255,45,71.31,22,1,46,71.31
1140162,24,90.24,8,1,25,90.24
1075328,33,82.05,13,1,34,82.05
1007496,33,72.89,29,1,34,72.89
1084495,34,71.23,15,1,35,71.23
1368840,38,79.75,19,1,39,79.75
1355610,30,77.18,21,1,31,77.18
1343865,39,77.84,27,1,40,77.84
1360885,36,71.35,18,1,37,71.35
1080042,50,77.94,21,1,52,77.94
1272123,40,89.25,29,1,41,89.25
1447291,37,72.82,24,1,38,72.82
1224871,34,95.96,16,1,35,95.96
1491330,34,104.13,19,1,35,104.13
1295256,55,85.4,17,1,57,85.4
1149396,42,65.93,16,1,43,65.93
1059284,32,83.16,17,1,33,83.16
1209045,49,83.31,22,1,51,83.31
1476023,35,85.66,30,1,36,85.66
1165807,35,73.98,16,1,36,73.98
1489370,34,70.95,27,1,35,70.95
1238609,27,72.03,26,1,28,72.03
1253874,30,78.64,26,1,31,78.64
1288811,38,75.3,22,1,39,75.3
1377933,37,67.01,22,1,38,67.01
1362689,34,75.89,19,1,35,75.89
1298092,43,69.04,20,1,44,69.04
1382248,29,80.5,25,1,30,80.5
1302561,36,67.92,12,1,37,67.92
1107787,29,72.68,28,1,30,72.68
1257924,42,59.89,18,1,43,59.89
1361219,43,87.31,15,1,44,87.31
1059126,43,73.72,26,1,44,73.72
1060825,35,75.8,26,1,36,75.8
1011797,40,77.1,15,1,41,77.1
1352349,47,68.24,24,1,48,68.24
1004949,46,79.63,11,1,47,79.63
1437629,33,63.34,23,1,34,63.34
1278423,32,88.84,17,1,33,88.84
1066088,36,83.44,26,1,37,83.44
1138378,40,84.71,29,1,41,84.71
1117600,46,82.35,25,1,47,82.35
1052597,32,90.98,24,1,33,90.98
1266531,41,98.07,18,1,42,98.07
1050063,29,88.34,14,1,30,88.34
1197963,42,81.12,27,1,43,81.12
1283690,24,80.5,24,1,25,80.5
1282403,37,76.75,17,1,38,76.75
1072915,36,88.5,24,1,37,88.5
1222037,39,70.64,27,1,40,70.64
1450743,41,77.29,16,1,42,77.29
1428181,42,81.98,27,1,43,81.98
1431020,28,79.92,17,1,29,79.92
1463127,36,80.58,12,1,37,80.58
1159835,42,76.99,22,1,43,76.99
1372847,41,76,24,1,42,76
1010164,31,77.19,15,1,32,77.19
1346216,37,75.82,17,1,38,75.82
1227211,34,70.36,16,1,35,70.36
1315802,38,80,22,1,39,80
1397428,29,69.07,16,1,30,69.07
1077607,37,83.97,13,1,38,83.97
1162021,34,87.09,24,1,35,87.09
1346411,39,78.76,20,1,40,78.76
1472674,31,79.36,23,1,32,79.36
1250392,26,76.36,19,1,27,76.36
1105646,30,88.83,18,1,31,88.83
1131808,29,77.96,26,1,30,77.96
1365891,52,73.66,17,1,54,73.66
1002519,40,84.48,16,1,41,84.48
1077903,34,67.82,25,1,35,67.82
1178611,42,72.36,25,1,43,72.36
1348868,47,75.35,31,1,48,75.35
1132434,33,87.45,18,1,34,87.45
1272771,34,82.12,21,1,35,82.12
1003741,32,78.02,24,1,33,78.02
1332877,36,84.48,24,1,37,84.48
1108220,33,78.3,18,1,34,78.3
1463802,35,87.29,15,1,36,87.29
1284536,40,71.77,23,1,41,71.77
1305491,38,67.91,17,1,39,67.91
1079846,35,92.45,21,1,36,92.45
1342116,41,68.35,15,1,42,68.35
1332850,38,73.38,19,1,39,73.38
1326242,34,60.52,17,1,35,60.52
1107106,31,71.84,10,1,32,71.84
1199174,46,95.12,10,1,47,95.12
1105909,43,75.5,29,1,44,75.5
1148119,35,81.2,28,1,36,81.2
1113976,40,67.93,22,1,41,67.93
1479623,32,86.08,17,1,33,86.08
1169687,42,80.35,19,1,43,80.35
1464344,37,75.39,19,1,38,75.39
1471025,45,78.74,17,1,46,78.74
1045075,39,86.63,27,1,40,86.63
1420935,26,70.17,24,1,27,70.17
1377827,37,78.04,22,1,38,78.04
1190128,50,82.91,19,1,52,82.91
1461787,37,74.3,24,1,38,74.3
1107451,28,92.78,16,1,29,92.78
1068045,37,72.27,30,1,38,72.27
1328896,33,80.28,20,1,34,80.28
1294683,25,85.02,16,1,26,85.02
1102346,36,71.98,22,1,37,71.98
1197503,28,82.35,20,1,29,82.35
1457912,39,58.64,21,1,40,58.64
1454224,43,86.36,21,1,44,86.36
1179017,36,80.55,10,1,37,80.55
1055686,34,78.45,21,1,35,78.45
1002672,41,73.01,22,1,42,73.01
1236161,35,79.9,27,1,36,79.9
1212153,31,80.98,18,1,32,80.98
1317699,42,76.72,14,1,43,76.72
1225479,41,74.4,14,1,42,74.4
1216973,41,78.09,24,1,42,78.09
1365845,41,77.35,23,1,42,77.35
1205128,35,78.88,16,1,36,78.88
1048133,32,86.25,14,1,33,86.25
1299617,40,89.61,15,1,41,89.61
1001167,32,83.91,19,1,33,83.91
1119759,30,77.82,26,1,31,77.82
1357561,32,97.49,10,1,33,97.49
1320106,41,91.56,25,1,42,91.56
1317110,29,71.21,20,1,30,71.21
1044982,34,80.51,14,1,35,80.51
1255455,24,72.18,21,1,25,72.18
1495020,40,73.74,27,1,41,73.74
1444930,32,83.26,23,1,33,83.26
1242868,40,74.61,19,1,41,74.61
1095882,38,79.61,20,1,39,79.61
1143540,35,78.16,15,1,36,78.16
1311493,38,69.13,25,1,39,69.13
1287533,38,79.99,16,1,39,79.99
1099985,29,73.61,18,1,30,73.61
1128206,43,73.59,18,1,44,73.59
1127383,26,77.4,18,1,27,77.4
1023994,32,75.18,19,1,33,75.18
1322717,32,73.26,14,1,33,73.26
1074829,30,68.34,14,1,31,68.34
1279700,35,81.32,26,1,36,81.32
1322849,29,78.31,20,1,30,78.31
1464155,37,103.74,27,1,38,103.74
1281094,31,87.13,20,1,32,87.13
1198691,33,78.67,19,1,34,78.67
1362121,33,76.68,18,1,34,76.68
1211860,39,82.46,21,1,40,82.46
1001042,40,75.39,32,1,41,75.39
1060944,34,79.77,25,1,35,79.77
1429281,39,78.5,20,1,40,78.5
1048047,35,83.79,17,1,36,83.79
1162714,38,81.53,19,1,39,81.53
1242802,31,79.83,25,1,32,79.83
1296367,38,73.41,11,1,39,73.41
1403555,39,83.53,19,1,40,83.53
1041424,39,75.13,21,1,40,75.13
1210902,42,75.25,23,1,43,75.25
1142407,33,81.5,18,1,34,81.5
1484951,34,86.99,22,1,35,86.99
1194863,33,87.59,20,1,34,87.59
1010062,25,85.71,21,1,26,85.71
1051425,35,75.82,23,1,36,75.82
1119303,31,81.47,19,1,32,81.47
1218574,29,69.95,13,1,30,69.95
1356745,51,72.62,28,1,53,72.62
1231328,33,83.34,21,1,34,83.34
1094081,37,79.92,22,1,38,79.92
1265610,39,74.74,22,1,40,74.74
1062685,30,82.18,21,1,31,82.18
1411263,26,80.46,18,1,27,80.46
1369675,29,79,16,1,30,79
1288301,30,73.53,20,1,31,73.53
1087425,47,94.87,25,1,48,94.87
1220955,46,77.08,26,1,47,77.08
1216146,31,89.47,20,1,32,89.47
1248349,30,64.34,29,1,31,64.34
1403861,29,89.4,22,1,30,89.4
1264356,38,66.53,19,1,39,66.53
1010027,38,76.12,17,1,39,76.12
1014096,36,82.85,18,1,37,82.85
1186840,26,83.45,22,1,27,83.45
1402971,39,78.17,26,1,40,78.17
1148055,49,68.71,26,1,51,68.71
1484579,33,64.4,23,1,34,64.4
1401772,35,76.13,13,1,36,76.13
1054469,39,70.94,24,1,40,70.94
1201951,33,72.58,8,1,34,72.58
1233003,44,84.51,30,1,45,84.51
1003753,34,78,30,1,35,78
1377482,32,86.49,20,1,33,86.49
1320431,33,80.95,23,1,34,80.95
1006266,41,87.11,20,1,42,87.11
1426713,33,79.1,18,1,34,79.1
1115961,39,84.26,21,1,40,84.26
1417079,28,58.36,17,1,29,58.36
1235634,30,77.73,24,1,31,77.73
1249696,47,74.93,21,1,48,74.93
1146123,41,70.44,25,1,42,70.44
1445583,43,80.88,16,1,44,80.88
1400200,33,90.6,23,1,34,90.6
1229724,46,63.58,25,1,47,63.58
1136616,26,78.24,16,1,27,78.24
1065369,35,83.47,21,1,36,83.47
1061620,27,75.22,20,1,28,75.22
1474185,42,77.58,21,1,43,77.58
1293150,42,60.91,23,1,43,60.91
1040751,43,78.64,13,1,44,78.64
1103201,35,58.6,29,1,36,58.6
1309222,32,74.89,20,1,33,74.89
1039583,44,91.24,20,1,45,91.24
1092561,35,85.03,17,1,36,85.03
1287354,38,72.24,23,1,39,72.24
1387090,44,70.39,19,1,45,70.39
1461959,44,88.56,17,1,45,88.56
1471723,29,88.74,13,1,30,88.74
1287715,43,78.05,22,1,44,78.05
1340047,34,71.54,14,1,35,71.54
1465042,34,78.61,24,1,35,78.61
1371957,42,91.77,12,1,43,91.77
1118827,31,81.21,19,1,32,81.21
1338809,29,76.23,19,1,30,76.23
1247332,43,63.29,21,1,44,63.29
1202722,32,63.35,23,1,33,63.35
1162404,30,74.78,18,1,31,74.78
1422462,34,74.08,23,1,35,74.08
1198747,30,80.16,26,1,31,80.16
1160424,40,80.05,17,1,41,80.05
1031020,37,82.69,22,1,38,82.69
1010812,35,79.79,21,1,36,79.79
1017349,26,74.29,20,1,27,74.29
1173028,38,72.8,21,1,39,72.8
1325525,23,69.65,19,1,24,69.65
1379872,41,81.06,23,1,42,81.06
1328130,48,71.79,24,1,49,71.79
1353387,38,71.4,27,1,39,71.4
1066188,38,82.4,14,1,39,82.4
1026437,36,68.53,20,1,37,68.53
1202496,37,74.27,21,1,38,74.27
1143548,41,83.15,25,1,42,83.15
1153549,40,73.23,25,1,41,73.23
1439040,28,92.38,28,1,29,92.38
1023581,40,81.54,22,1,41,81.54
1123652,31,85.12,22,1,32,85.12
1079054,33,77.61,18,1,34,77.61
1399099,35,79.95,12,1,36,79.95
1329980,19,78.75,21,1,20,78.75
1026386,34,90.72,20,1,35,90.72
1470743,38,79.34,15,1,39,79.34
1479222,30,92.1,20,1,31,92.1
1086706,44,79.39,22,1,45,79.39
1408739,33,77.92,22,1,34,77.92
1472652,33,95.87,20,1,34,95.87
1241107,30,86.48,25,1,31,86.48
1273245,33,79.56,12,1,34,79.56
1106997,31,80,22,1,32,80
1446118,34,67.26,29,1,35,67.26
1436974,41,83.47,18,1,42,83.47
1441354,36,78.09,25,1,37,78.09
1085963,31,78.03,15,1,32,78.03
1414586,35,63.63,20,1,36,63.63
1030679,33,97.09,19,1,34,97.09
1106321,34,94.41,21,1,35,94.41
1330572,45,77.59,18,1,46,77.59
1351510,36,87.5,28,1,37,87.5
1473430,29,76.81,24,1,30,76.81
1046748,28,66.56,15,1,29,66.56
1415035,40,79.2,13,1,41,79.2
1269207,28,72.21,22,1,29,72.21
1392202,40,84.2,30,1,41,84.2
1478053,38,76.88,24,1,39,76.88
1233047,27,74.74,20,1,28,74.74
1266621,38,82.18,14,1,39,82.18
1290259,55,72.26,20,1,57,72.26
1302559,37,85.99,21,1,38,85.99
1047208,35,71.45,17,1,36,71.45
1129815,25,67.36,24,1,26,67.36
1011816,45,67.19,14,1,46,67.19
1386890,41,90.66,21,1,42,90.66
1400141,33,82.81,22,1,34,82.81
1083722,36,82.53,19,1,37,82.53
1265485,45,84.54,19,1,46,84.54
1155439,35,84.88,21,1,36,84.88
1192310,33,75.79,21,1,34,75.79
1101782,28,81.65,18,1,29,81.65
1047998,34,69.2,27,1,35,69.2
1298917,35,72,12,1,36,72
1300961,34,79.32,18,1,35,79.32
1411057,35,86.19,22,1,36,86.19
1449387,37,82.51,24,1,38,82.51
1386521,40,82.5,18,1,41,82.5
1178427,35,63.68,24,1,36,63.68
1430163,39,90.9,20,1,40,90.9
1464047,29,87.67,24,1,30,87.67
1232654,38,74.18,23,1,39,74.18
1328851,36,77.81,17,1,37,77.81
1340503,38,83.11,21,1,39,83.11
1041445,25,87.03,18,1,26,87.03
1395792,34,93.08,17,1,35,93.08
1126142,30,96.23,11,1,31,96.23
1271818,31,72.96,18,1,32,72.96
1017235,36,91.56,25,1,37,91.56
1277917,45,89.69,24,1,46,89.69
1151147,38,80.41,20,1,39,80.41
1349596,44,92,25,1,45,92
1270766,26,83.28,15,1,27,83.28
1350011,28,77.38,21,1,29,77.38
1223202,30,81.41,12,1,31,81.41
1350448,36,83.45,19,1,37,83.45
1284798,48,87.37,15,1,49,87.37
1302670,35,81.62,16,1,36,81.62
1448282,28,73.2,28,1,29,73.2
1306159,46,76.85,19,1,47,76.85
1012964,42,74.63,20,1,43,74.63
1337111,30,74.65,27,1,31,74.65
1303715,30,68.05,25,1,31,68.05
1185365,39,82.64,16,1,40,82.64
1323724,46,80.56,20,1,47,80.56
1482407,33,92.43,19,1,34,92.43
1041434,48,83.85,23,1,49,83.85
1310383,27,76.62,22,1,28,76.62
1017607,30,74.75,16,1,31,74.75
1038265,41,88.01,19,1,42,88.01
1261634,32,58.14,21,1,33,58.14
1445246,31,79.61,18,1,32,79.61
1465388,32,76.91,21,1,33,76.91
1401629,34,68.82,13,1,35,68.82
1250914,35,81.82,21,1,36,81.82
1361367,40,69.95,19,1,41,69.95
1064473,36,70.73,22,1,37,70.73
1217873,33,77.48,20,1,34,77.48
1386657,29,87.64,16,1,30,87.64
1115523,41,84.27,20,1,42,84.27
1205194,53,74.13,15,1,55,74.13
1314057,31,89.01,16,1,32,89.01
1174427,33,76.79,22,1,34,76.79
1220292,35,68.91,15,1,36,68.91
1354669,26,84.01,16,1,27,84.01
1286381,35,74.87,14,1,36,74.87
1385719,45,81.02,22,1,46,81.02
1430326,33,80.89,17,1,34,80.89
1115332,39,80.67,25,1,40,80.67
1323379,56,92.46,24,1,58,92.46
1125801,34,84.88,18,1,35,84.88
1040774,33,81.37,12,1,34,81.37
1077173,39,86.28,37,1,40,86.28
1192023,33,89.05,19,1,34,89.05
1429901,48,79.06,24,1,49,79.06
1332937,55,88.54,21,1,57,88.54
1101935,31,98.58,22,1,32,98.58
1401236,38,90.66,25,1,39,90.66
1205251,39,98.54,21,1,40,98.54
1060568,29,92.47,27,1,30,92.47
1262337,36,72.89,15,1,37,72.89
1248773,35,67.9,18,1,36,67.9
1157236,42,95.31,15,1,43,95.31
1165226,45,68.99,13,1,46,68.99
1491914,40,82.14,23,1,41,82.14
1328913,30,70.35,19,1,31,70.35
1306532,36,78.48,19,1,37,78.48
1373006,38,79.57,15,1,39,79.57
1020029,28,79.35,20,1,29,79.35
1025648,25,84.4,19,1,26,84.4
1320581,44,89.93,24,1,45,89.93
1384089,34,63.25,26,1,35,63.25
1136272,30,61.1,19,1,31,61.1
1118422,37,74.8,15,1,38,74.8
1461705,32,77.79,35,1,33,77.79
1225587,33,91.62,21,1,34,91.62
1012495,25,84.19,19,1,26,84.19
1452236,25,75.6,23,1,26,75.6
1437740,33,76.45,19,1,34,76.45
1024796,33,86.33,16,1,34,86.33
1144727,34,88,23,1,35,88
1057024,26,60.9,16,1,27,60.9
1089765,46,87.58,19,1,47,87.58
1275826,36,74.98,27,1,37,74.98
1319642,37,84.27,25,1,38,84.27
1497241,39,80.72,22,1,40,80.72
1055993,27,84.89,18,1,28,84.89
1284375,36,74.15,20,1,37,74.15
1187457,31,87.89,21,1,32,87.89
1489071,47,76.01,22,1,48,76.01
1107117,46,82.18,17,1,47,82.18
1241129,38,67.52,14,1,39,67.52
1442961,35,83.77,22,1,36,83.77
1202741,36,85.1,21,1,37,85.1
1069486,37,90.85,24,1,38,90.85
1131998,34,65.04,18,1,35,65.04
1077310,34,71.95,21,1,35,71.95
1263813,31,83.33,11,1,32,83.33
1107026,31,76.63,26,1,32,76.63
1421610,40,81.07,19,1,41,81.07
1374228,35,81.09,16,1,36,81.09
1456772,35,78.95,18,1,36,78.95
1051500,28,78.15,17,1,29,78.15
1043548,29,87.97,19,1,30,87.97
1487153,32,79.18,25,1,33,79.18
1113543,28,74.14,22,1,29,74.14
1180621,42,81.31,22,1,43,81.31
1368356,38,72.65,20,1,39,72.65
1421971,45,83.52,24,1,46,83.52
1185082,30,82.17,16,1,31,82.17
1264144,37,83.46,22,1,38,83.46
1356700,39,64.8,15,1,40,64.8
1399520,38,94.25,18,1,39,94.25
1227351,48,71.77,13,1,49,71.77
1439197,39,83.13,23,1,40,83.13
1480614,38,70.42,26,1,39,70.42
1452571,46,82.83,16,1,47,82.83
1115149,36,70.16,16,1,37,70.16
1447892,41,100.88,18,1,42,100.88
1205514,35,74.28,16,1,36,74.28
1076285,32,79.54,29,1,33,79.54
1046317,40,83.5,19,1,41,83.5
1417983,27,71.66,24,1,28,71.66
1335544,39,77.29,27,1,40,77.29
1426145,27,86.07,13,1,28,86.07
1395936,34,77.31,20,1,35,77.31
1159217,51,81.64,14,1,53,81.64
1187267,33,77.79,25,1,34,77.79
1212512,41,78.93,13,1,42,78.93
1170940,36,67.03,13,1,37,67.03
1448114,31,77.02,20,1,32,77.02
1438074,24,82.93,30,1,25,82.93
1228976,24,67.21,21,1,25,67.21
1033073,42,79.68,14,1,43,79.68
1407331,33,71.88,18,1,34,71.88
1294034,33,81.33,24,1,34,81.33
1256236,41,82.97,18,1,42,82.97
1277413,47,74.82,18,1,48,74.82
1231777,23,77.15,18,1,24,77.15
1424959,45,75.55,17,1,46,75.55
1452513,42,79.43,24,1,43,79.43
